id,title,employer,posting_date,salary,country,region,locality,employment_type,is_remote,be_in_first_ten,required_skills
42656289,Data Scientist,Harnham,Posted 7 May,"£45,000 - £65,000 per annum",England,West Midlands,Birmingham,"Permanent, full-time",False,True,
42657424,Data Scientist,Ringstone Recruitment,Posted 7 May,"£50,000 - £60,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,True,"Cloud Computing,Data,Data Management,Engineering,Machine Learning"
42569669,Data Scientist,Oscar Technology,Posted 27 April,"£45,000 - £50,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",True,False,
42890926,Data Scientist,Change Recruitment,Posted 6 days ago,"£50,000 - £60,000 per annum",Scotland,Midlothian,Edinburgh,"Permanent, full-time",False,True,
42864157,Data Scientist,prosperIS Recruitment Ltd,Posted 27 May,"£45,000 - £55,000 per annum, negotiable",England,West Yorkshire,Leeds,"Permanent, full-time",False,False,"Cloud Computing,Python,Windows Azure,Data Science,Tableau"
42832880,Data Scientist,Matt Burton,Posted 25 May,"£30,000 - £40,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,False,
42696192,Data Scientist,Cargiant,Posted 12 May,"£50,000 - £70,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42696192,Data Scientist,Cargiant,Posted 12 May,"£50,000 - £70,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42903291,Data Scientist,Matt Burton,Posted 5 days ago,"£30,000 - £40,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,True,
42791551,Data Scientist,Matt Burton,Posted 21 May,"£30,000 - £40,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,False,
42498549,Data Scientist,Circle Recruitment,Posted 19 April,£500.00 - £545.00 per day,England,Hampshire,Fareham,"Contract, full-time",True,False,"Data,Data Analysis,Government,Java,Machine Learning,ML,Python,SC Clearance,Security Clearance,Data Science,Stakeholder Management,NLP,R,SC Cleared,R Programming,Data Scientist,Tensorflow,Pytorch,Stanford"
42924683,Data Scientist,Harnham,Posted 3 days ago,"£40,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Python,SQL,Data Science"
42907373,Data Scientist,X4 Group,Posted 5 days ago,Competitive salary,England,South East England,London,"Contract, full-time",True,True,
42841725,Data Scientist,X4 Group,Posted 26 May,£500.00 - £600.00 per day,England,South East England,London,"Contract, full-time",False,False,
42872137,Data Scientist,X4 Group,Posted 28 May,Competitive salary,England,South East England,London,"Contract, full-time",True,True,
42683265,Data Scientist,Edward Mann Group,Posted 11 May,"£35,000 - £40,000 per annum",England,London,Chelsea,"Permanent, full-time",False,False,
42755291,Data Scientist,Edward Mann Group,Posted 19 May,"£40,000 - £45,000 per annum",England,London,Chelsea,"Permanent, full-time",False,True,
42718105,Data Scientist,Robert Walters,Posted 14 May,Salary negotiable,England,Yorkshire and Humberside,West Yorkshire,"Permanent, full-time",False,False,Data / SAS / SQL / Python
41230953,Lead Data Scientist,Blue Pelican,Posted 28 May,"£70,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,False,"Analytics,Machine Learning,Python,Data Science"
42613959,Lead Data Scientist,GerrardWhite,Posted 4 May,"£90,000 - £95,000 per annum, inc benefits",England,Surrey,Reigate,"Permanent, full-time",False,True,"Machine Learning,Neural Networks,Python,Data Science,GLM,NLP,Azure,AWS,Image Recognition,Deep Learning,Decision Tree,Random Forest,GBM,CNN,GAN,Neural Nets"
42765465,Senior Data Scientist,Specsavers,Posted 19 May,Salary not specified,England,Hampshire,Whiteley,"Permanent, full-time",False,True,
42801628,Principal Data Scientist,Harnham,Posted 22 May,"£81,000 - £150,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42498871,Principal Data Scientist,Optamor,Posted 19 April,Competitive salary,England,Gloucestershire,Cheltenham,"Permanent, full-time",False,True,
42925992,Data Scientist,Anglo American,Posted 3 days ago,Salary negotiable,England,South East England,London,"Contract, full-time",False,True,
42665444,Senior Data Scientist,Harnham,Posted 9 May,"£68,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42703717,Principal Data Scientist,Rise Technical Recruitment Limited,Posted 13 May,"€100,000 - €150,000 per annum",Germany,,Germany,"Permanent, full-time",False,True,
42739334,Senior Data Scientist,Harnham,Posted 17 May,"£60,000 - £95,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42876491,Senior Data Scientist,Data Idols,Posted 28 May,"£50,000 - £55,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",True,False,"Python,SQL,AWS"
42779544,Senior Data Scientist,Harnham,Posted 20 May,"£90,000 - £130,000 per annum",England,South East England,London,"Permanent, full-time",False,True,Machine Learning
42779562,Principal Data Scientist,Harnham,Posted 20 May,"£110,000 - £130,000 per annum",England,South East England,London,"Permanent, full-time",False,True,Machine Learning
42908016,Lead Data Scientist,Jefferson Frank,Posted 5 days ago,"£65,000 - £75,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Machine Learning,ML,Predictive Analytics,Python,Data Science,SAS,Cloud,R,AWS,Data Scientist,Advanced Analytics,Shiny"
42751131,Research Data Scientist,Harnham,Posted 18 May,"£40,000 - £65,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42944605,Data Scientist,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42618085,Data Scientist,MHR,Posted 4 May,Competitive salary,England,Nottinghamshire,Ruddington,"Permanent, full-time",False,True,"Data Analysis,Research,Software Development,Data Science"
42590969,Data Scientist,HR360 Ltd,Posted 29 April,"£40,000 - £60,000 per annum",England,London,Camden,"Permanent, full-time",False,False,
42904181,Data Scientist,loveholidays,Posted 5 days ago,Salary negotiable,England,South East England,London,"Permanent, full-time",False,False,
42857131,Data Scientist,The Medical Protection Society Limited,Posted 27 May,Salary negotiable,England,West Yorkshire,Holbeck,"Permanent, part-time",False,True,
42629169,Data Scientist,EMR,Posted 5 May,"£54,001 - £70,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42706278,Data Scientist,X4 Group,Posted 13 May,"£45,000 - £65,000 per annum",England,Cheshire,Alderley Edge,"Permanent, full-time",False,True,
42819632,Data Scientist,SR2,Posted 24 May,"£45,000 - £60,000 per annum",England,Avon,Bristol,"Permanent, full-time",False,True,
42925239,Senior Data Scientist,Hays Specialist Recruitment Limited,Posted 3 days ago,"£60,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42658941,Junior Data Scientist,ITECCO,Posted 7 May,"£20,000 - £30,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,False,"Energy,Python,Data Modelling,Data Scientist"
42925030,Junior Data Scientist,Hays Specialist Recruitment Limited,Posted 3 days ago,"£50,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42603949,Senior Data Scientist,Addition Solutions,Posted 30 April,"£85,000 - £95,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42924618,Junior Data Scientist,Hays Specialist Recruitment Limited,Posted 3 days ago,"£40,000 - £50,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42833905,Data Scientist All Levels,Harnham,Posted 25 May,"£60,000 - £120,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42748240,Lead Data Scientist,X4 Group,Posted 18 May,Competitive salary,England,South East England,London,"Contract, full-time",True,True,
42937752,Senior Data Scientist,Premier IT,Posted 2 days ago,"£60,000 - £100,000 per annum",England,London,Hoxton,"Permanent, full-time",False,True,
42875644,Data Scientist Product,Harnham,Posted 28 May,"£60,000 - £70,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42739151,Senior Data Scientist,Harnham,Posted 17 May,€80.00 - €90.00 per hour,Netherlands,,Netherlands,"Contract, full-time",False,True,
42818689,Churn Data Scientist,Harnham,Posted 24 May,€70.00 - €80.00 per hour,Netherlands,,Netherlands,"Contract, full-time",False,True,
42943753,Principal Data Scientist,Harnham,Posted Yesterday,"£80,000 - £97,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42685959,Fraud Data Scientist,Harnham,Posted 11 May,€70.00 - €80.00 per hour,Netherlands,,Netherlands,"Contract, full-time",False,True,
42472749,Data Scientist Investment,Harnham,Posted 20 May,"£60,000 - £70,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42733744,Senior Data Scientist,Heat Recruitment,Posted 17 May,"£60,000 - £80,000 per annum",England,Avon,Bristol,"Permanent, full-time",True,True,
42643712,Senior Data Scientist,Rise Technical Recruitment Limited,Posted 6 May,"€60,000 - €100,000 per annum",Germany,,Germany,"Permanent, full-time",False,True,*Data Scientist* AND Statistics AND Actuarial
42716486,Clinical Data Scientist,Toner Graham,Posted 14 May,"£80,000 per annum",England,London,Camden,"Permanent, full-time",True,False,"Python,EMIS,HL7,Medical Doctor,FHIR"
42811834,Lead Data Scientist,Innovative Technology,Posted 24 May,Competitive salary,England,Lancashire,Oldham,"Permanent, full-time",False,True,
42881637,Product Data scientist,Harnham,Posted 28 May,"£50,000 - £70,000 per annum",England,South East England,London,"Permanent, full-time",True,True,
42713825,Applied Data Scientist,Harnham,Posted 13 May,"€40,000 - €50,000 per annum",Czech Republic,,Czech Republic,"Permanent, full-time",False,True,
42627513,Data Verification Scientist,Hyper Recruitment Solutions Ltd,Posted 5 May,Competitive salary,England,South East England,Oxfordshire,"Permanent, full-time",False,True,
42643678,Senior Data Scientist,Rise Technical Recruitment Limited,Posted 6 May,"€70,000 - €100,000 per annum",Germany,,Germany,"Permanent, full-time",False,True,*Data Scientist* AND Statistics AND Actuarial
42828024,Cloud Data Scientist,Blue Pelican,Posted 25 May,"£35,000 - £55,000 per annum",England,London,Southwark,"Permanent, full-time",False,True,
42938449,Data Scientist - Cambridge,Shift F5 Limited,Posted 2 days ago,"£50,000 - £80,000 per annum",England,Cambridgeshire,Cambridge,"Permanent, full-time",False,True,"GCP,JavaScript,Machine Learning,Node,Python,SQL,DBA,AWS,AI,Cloud Platforms,Network Science"
42924650,Clinical Data Scientist,Hays Specialist Recruitment Limited,Posted 3 days ago,"£40,000 - £50,000 per annum",England,South East England,London,"Permanent, full-time",True,True,
42751491,Data Scientist - Retail,Harnham,Posted 18 May,"£60,000 - £75,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42925864,Graduate Data Scientist,Hastings Direct,Posted 3 days ago,Competitive salary,England,South East England,London,"Permanent, full-time",True,False,
42564008,Data Scientist/ Senior Data Scientist,Harnham,Posted 26 April,"£50,000 - £100,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42789844,Senior Data Scientist,Cavendish Maine Recruitment,Posted 21 May,"£40,000 - £52,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,True,"Machine Learning,Mathematical Analysis,Python,Data Science,Graduate Level"
42789853,Senior Data Scientist,Cavendish Maine Recruitment,Posted 21 May,"£40,000 - £52,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Machine Learning,Mathematical Analysis,Python,Data Science,Graduate Level"
42683270,Marketing Data Scientist,Hasson Associates Recruitment Ltd,Posted 11 May,"£40,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42871721,Senior Data Scientist,X4 Group,Posted 28 May,Competitive salary,England,South East England,London,"Contract, full-time",False,True,
41379227,Senior Data Scientist,Blue Pelican,Posted 28 May,"£50,000 - £65,000 per annum",England,London,Southwark,"Permanent, full-time",False,False,
42925757,Senior Data Scientist,Hays Specialist Recruitment Limited,Posted 3 days ago,"£60,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42657462,Cloud Data Scientist,Ringstone Recruitment,Posted 7 May,"£50,000 - £60,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,True,"Cloud Computing,Data,Data Management,Engineering,Machine Learning"
42717467,Digital Data Scientist,Blue Pelican,Posted 14 May,"£40,000 - £55,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42647898,Senior Data Scientist,Harnham,Posted 6 May,"£60,000 - £85,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42569735,Principal Data Scientist,Harnham,Posted 27 April,"£90,000 - £95,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42812233,Senior Data Scientist,Method Resourcing,Posted 24 May,"£55,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42924228,Junior Data Scientist,Hays Specialist Recruitment Limited,Posted 3 days ago,Salary negotiable,England,South East England,London,"Permanent, full-time",False,True,
42612970,Senior Data Scientist,Harnham,Posted 3 May,"£40,000 - £55,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42930595,Senior Data Scientist,Hays Specialist Recruitment Limited,Posted 3 days ago,"£60,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42935087,Junior Data Scientist,Hays Specialist Recruitment Limited,Posted 2 days ago,"£40,000 - £50,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42923916,Junior Data Scientist,Hays Specialist Recruitment Limited,Posted 3 days ago,"£40,000 - £50,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42924594,Senior Data Scientist,Hays Specialist Recruitment Limited,Posted 3 days ago,"£80,000 - £100,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42689115,Senior Data Scientist,Cathcart Associates,Posted 12 May,"£55,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",True,False,
42599847,Data Scientist,X4 Group,Posted 30 April,Competitive salary,England,South East England,London,"Contract, full-time",False,False,
42772399,Data Scientist,Morson Talent,Posted 20 May,Salary negotiable,England,North West England,Cheshire,"Permanent, full-time",False,False,
42723291,Data Scientist,Liberty Resourcing,Posted 14 May,"£60,000 per annum",England,London,Camden,"Permanent, full-time",False,False,
42745481,Data Scientist,ITECCO,Posted 18 May,"£55,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",True,False,"Python,SQL"
42782626,Data Scientist,Rise Technical Recruitment Limited,Posted 21 May,"£60,000 - £100,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42927274,Data Scientist,Ageas Insurance Limited,Posted 3 days ago,"£26,000 - £35,000 per annum",England,Dorset,Bournemouth,"Permanent, full-time",False,True,
42722259,Data Scientist,ITECCO,Posted 14 May,"£40,000 - £60,000 per annum",England,West Midlands,Coventry,"Permanent, full-time",False,False,"Data,Financial Services,Python,SQL,Data Science"
42810715,Data Scientist,X4 Group,Posted 24 May,Competitive salary,England,South East England,London,"Contract, full-time",False,True,
42583762,Data Scientist,Jefferson Frank,Posted 28 April,"£45,000 - £55,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42710595,Data Scientist,La Fosse Associates,Posted 13 May,£450.00 - £500.00 per day,England,South East England,London,"Contract, full-time",False,False,
42622073,Data Scientist,Method Resourcing,Posted 4 May,£400.00 - £425.00 per day,England,England,South West England,"Contract, full-time",False,False,
42592148,Data Scientist,Profectus Recruitment,Posted 29 April,"£40,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",False,False,"Python,Data Science,Pandas,Scikit-Learn,Jupyter"
42650358,Data Scientist,Compass Associates Ltd,Posted 7 May,"£53,000 per annum",England,Berkshire,Slough,"Permanent, full-time",False,True,
42778723,Data Scientist,Harnham,Posted 20 May,"£50,000 - £60,000 per annum",England,West Midlands,Birmingham,"Permanent, full-time",False,True,"Machine Learning,ML,Python,Data Science,Scala,NLP,Deep Learning,TensorFlow"
42572094,Data Scientist,Harnham,Posted 27 April,"£50,000 - £68,000 per annum",England,West Yorkshire,Leeds,"Permanent, full-time",False,True,
42752955,Data Scientist,BPS World,Posted 19 May,"£40,000 - £45,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42944114,Data Scientist,Harnham,Posted Yesterday,"£45,000 - £70,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Cluster Analysis,Customer Insight,Marketing Analytics,Python,Segmentation,SQL,Statistics,Marketing Insight,Clustering,Commercial Insight,Customer Behaviour,Data Scientist,Regression,Loyalty Analytics,Insight Analysis,Propensity"
42789484,Data Scientist,Method Resourcing,Posted 21 May,"£40,000 - £50,000 per annum",England,Gloucestershire,Cheltenham,"Permanent, full-time",True,True,
42659956,Data Scientist,Harnham,Posted 7 May,£500.00 - £600.00 per day,England,South East England,London,"Contract, full-time",False,False,"Analyst,Analytics,Data,Digital,Modelling,Python,Segmentation,SQL,Data Science,Google Analytics,Segments,Attribution,SAS,Customer,Agency,R,Data Scientist,Regression,Models,Segment,Lapse,Lapse Model,Behavioural modelling"
42773775,Data Scientist,Premier IT,Posted 20 May,"£70,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42938542,Data Scientist,Shift F5 Limited,Posted 2 days ago,"£60,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42880111,Data Scientist,Hastings Direct,Posted 28 May,Salary negotiable,England,South East England,London,"Permanent, full-time",True,False,"Python,R"
42837800,Senior Data Scientist,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42836536,Senior Data Scientist,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42837410,Lead Data Scientist,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42657896,Credit Risk Data Scientist,Harnham,Posted 7 May,"£55,000 - £70,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42659362,Data Scientist - Python,Datalink Recruitment Ltd,Posted 7 May,"£60,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",True,False,
42657488,Data Scientist - Remote,Ringstone Recruitment,Posted 7 May,"£50,000 - £60,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,False,"Cloud Computing,Data,Data Management,Engineering,Machine Learning"
42818978,Senior Data Scientist,Hastings Direct,Posted 24 May,Salary negotiable,England,South East England,London,"Permanent, full-time",True,True,"Python,SQL,Data Science,R"
42660142,Senior Product Data Scientist,Harnham,Posted 7 May,"£55,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Python,SQL,machine learning,A/B testing,product analytics"
42924622,Senior Product Data Scientist,Harnham,Posted 3 days ago,"£55,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Python,SQL,machine learning,A/B testing,product analytics"
42325809,Data Scientist & Developer,MFK Recruitment,Posted 28 April,"£40,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42922826,Data Scientist - Python,PeopleGenius,Posted 3 days ago,"£45,000 - £60,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,True,"Modelling,Python,SQL"
42659610,Data Scientist / Analyst,ITECCO,Posted 7 May,"£25,000 - £40,000 per annum",England,South East England,London,"Permanent, full-time",False,False,Data Scientist
42568859,Senior Research Data Scientist,Harnham,Posted 27 April,"£50,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42574297,Senior Product Data Scientist,Harnham,Posted 27 April,"£55,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Python,SQL,machine learning,A/B testing,product analytics"
42505091,Senior/ Principal Data Scientist,Harnham,Posted 19 April,"£80,000 - £130,000 per annum",England,South East England,London,"Permanent, full-time",False,True,Machine Learning
42638254,Data Scientist  - Manchester,Circle Recruitment,Posted 5 May,"£45,000 - £65,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,True,
42944438,Data Scientist - Pricing,Harnham,Posted Yesterday,"£60,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42834212,Senior Data Scientist,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42812738,Data Scientist / Data Analyst,Cameo Consultancy,Posted 24 May,"£40,000 - £42,000 per annum",England,Oxfordshire,Banbury,"Permanent, full-time",False,False,"SQL,PYTHON,data visualisation,Data scientist"
42924840,Analyst/Junior Data Scientist,Harnham,Posted 3 days ago,"£40,000 - £45,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Health,Wellness,App,Start-Up,Analyst/Junior Data Scientist"
42925058,Analyst/Junior Data Scientist,Harnham,Posted 3 days ago,"£40,000 - £45,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Health,Wellness,App,Start-Up,Analyst/Junior Data Scientist"
42782117,Data Engineer / Data Scientist,24:7 RECRUITMENT SOLUTIONS,Posted 21 May,"£45,000 - £65,000 per annum, inc benefits",England,London,Camden,"Permanent, full-time",False,False,"Data Analysis,Python,scala,aws,data engineering"
42677408,Senior Data Scientist/ Principal Data Scientist,Harnham,Posted 10 May,"£80,000 - £130,000 per annum",England,South East England,London,"Permanent, full-time",False,True,Machine Learning
42944857,Lead Data Scientist,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42945605,Data Scientist,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42896531,"Data Scientist Healthcare, Visualisation",Understanding Recruitment,Posted 5 days ago,"£50,000 - £55,000 per annum",England,Oxfordshire,Oxford,"Permanent, full-time",False,True,
42942374,Lead Data Scientist - Personlisation,Harnham,Posted 2 days ago,"£75,000 - £95,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42751019,Lead Data Scientist - NLP,Harnham,Posted 18 May,"£75,000 - £95,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42720219,Data Scientist - Machine Learning,Hays Specialist Recruitment Limited,Posted 14 May,"£40,000 - £45,000 per annum",England,Avon,Bristol,"Permanent, full-time",False,False,"python,machine learning,data scientist"
